listing_id,id
1205666,45470763
1205666,46239254
1205666,46804155
1205666,47097441
1205666,47788481
1205666,48410292
1205666,48572126
1205666,49303091
1205666,49818798
1205666,50058542
1205666,50156180
1205666,50402124
1205666,52510161
1205666,56404777
136480,5630588
136480,5871840
136480,6089539
136480,6123595
136480,6209468
136480,6307962
136480,6337327
136480,6437687
136480,6784876
136480,6897438
136480,6950830
136480,7025160
136480,7083453
136480,7187345
136480,20462183
136480,20976386
136480,21228862
136480,22699626
136480,25070704
136480,25943818
136480,26171653
136480,28761255
136480,30166076
136480,32030157
136480,33000674
136480,33198028
136480,36048396
136480,37250588
136480,37682354
136480,38232908
136480,39381687
136480,46193715
136480,48469795
136480,50948921
4681885,29153241
4681885,31400570
4681885,32042183
4681885,32596283
4681885,33276612
4681885,33636561
4681885,33715795
4681885,34099418
4681885,34728910
4681885,34927161
4681885,35211123
4681885,35361062
4681885,35666324
4681885,35979772
4681885,36479585
4681885,36497374
4681885,37027357
4681885,37234695
4681885,37370420
4681885,37647009
4681885,37982137
4681885,38431273
4681885,40448777
4681885,41557052
4681885,41804583
4681885,42343218
4681885,42502138
4681885,43135001
4681885,43714076
4681885,44469393
4681885,44873365
4681885,45647120
4681885,45759652
4681885,46044836
4681885,47254317
4681885,47556732
4681885,50730084
2420536,11879424
2420536,12442039
2420536,12600009
2420536,13426754
2420536,13622641
2420536,13852301
2420536,14155909
2420536,14193283
2420536,14287329
2420536,14441006
2420536,14740253
2420536,14927317
2420536,15322625
2420536,15956011
2420536,16112702
2420536,16657874
2420536,17337968
2420536,18469780
2420536,18539353
2420536,18675491
2420536,18730344
2420536,19141297
2420536,19369664
2420536,19451751
2420536,19608322
2420536,19857856
2420536,19885082
2420536,19935678
2420536,21648649
2420536,24968119
2420536,25375918
2420536,25475616
2420536,25552758
2420536,28032166
2420536,28533556
2420536,28763408
2420536,29430360
2420536,29896034
2420536,30227042
2420536,30804057
2420536,31728584
2420536,33010046
2420536,33883108
2420536,34167838
2420536,34490620
2420536,34682635
2420536,35206398
2420536,35417949
2420536,35944020
2420536,36132865
2420536,36606926
2420536,37073253
2420536,37387219
2420536,37989964
2420536,38618121
2420536,38906800
2420536,39207550
2420536,39947624
2420536,40639005
2420536,41228621
2420536,41453653
2420536,42185168
2420536,42743006
2420536,43249869
2420536,44349431
2420536,44832400
2420536,45346602
2420536,45876966
2420536,50508498
2420536,51154756
2420536,52369209
2420536,53168009
2420536,53434099
2420536,55727541
2420536,57049225
2420536,57455703
6002165,35712876
6002165,45091828
72743,210877
72743,266481
72743,286116
72743,291631
72743,297878
72743,420850
72743,584803
72743,613274
72743,634330
72743,763817
72743,895435
72743,909831
72743,919280
72743,926074
72743,952970
72743,964864
72743,969338
72743,993048
72743,1032813
72743,1041970
72743,1073967
72743,1100962
72743,1257230
72743,1349708
72743,1377647
72743,1388904
72743,1400232
72743,1413760
72743,1470460
72743,1482101
72743,1502754
72743,1523018
72743,1583420
72743,1598808
72743,1627239
72743,1707436
72743,1738277
72743,1760947
72743,1772900
72743,1789757
72743,1806821
72743,1817042
72743,1855237
72743,1887595
72743,1959445
72743,2002269
72743,2046325
72743,2107315
72743,2180891
72743,2264794
72743,2370805
72743,2379644
72743,2404284
72743,2441584
72743,2489609
72743,2548240
72743,2565221
72743,2837059
72743,2844901
72743,2889448
72743,3002247
72743,3106947
72743,3134793
72743,3179330
72743,3224867
72743,3300972
72743,3360427
72743,3483992
72743,3521550
72743,3618206
72743,3717325
72743,5076504
72743,5631460
72743,5888317
72743,6193419
72743,6428995
72743,6513925
72743,6603131
72743,6690206
72743,6984604
72743,7039396
72743,7324538
72743,7903703
72743,7980529
72743,10124441
72743,10505445
72743,18817786
72743,20058089
72743,20357827
72743,22956385
72743,24037457
72743,28576513
72743,30997678
72743,45239673
72743,52559851
7931386,46312626
7931386,47763876
7931386,48729099
7931386,51458651
9061868,56667074
9061868,58017578
8106277,52656332
1122236,4556395
1122236,4761579
1122236,4818068
1122236,7979153
1122236,10036519
1122236,10551492
1122236,10717235
1122236,11128644
1122236,11484781
1122236,13144555
1122236,17034635
1122236,18627453
1122236,18893055
1122236,20441777
1122236,21459348
1122236,21911580
1122236,22511684
1122236,22784471
1122236,23089862
1122236,23619396
1122236,23791737
1122236,23966524
1122236,25543677
1122236,26828737
1122236,27842829
1122236,28254329
1122236,28721893
1122236,29192084
1122236,30472135
1122236,30720289
1122236,31132760
1122236,31636875
1122236,36766669
1122236,38342824
1122236,40070019
1122236,40774767
1122236,43810847
1122236,44506849
1122236,45274737
1122236,46734967
1122236,49912163
1122236,50701957
1122236,51144381
1122236,51543158
1122236,56083780
6939472,36481950
6939472,36632388
6939472,36924211
6939472,38230413
6939472,38310081
6939472,39656359
6939472,40189376
6939472,40785554
6939472,41008706
6939472,41223886
6939472,41625049
6939472,41971787
6939472,42180504
6939472,42420439
6939472,42622814
6939472,43083420
6939472,44135057
6939472,44662900
6939472,44861174
6939472,45381104
6939472,45530020
6939472,45793480
6939472,46174890
6939472,46636707
6939472,46938103
6939472,47258872
6939472,47446075
6939472,48151796
6939472,49012876
6939472,49196819
6939472,49612706
6939472,49836753
6939472,50848173
6939472,51180781
6939472,51281504
6939472,51745757
6939472,52322129
6939472,52617115
6939472,52958819
6939472,53185171
6939472,56430910
6939472,57130321
6939472,58025207
6939472,58698406
6567683,37065868
6567683,38010379
6567683,39627622
6567683,40249083
6567683,41081299
6567683,41568608
6567683,42851501
6567683,43430433
6567683,43833239
6567683,43972883
6567683,44602821
6567683,45984623
6567683,48574039
6567683,50148133
6567683,50327211
6567683,51218320
6567683,53019880
6567683,54204619
6567683,57375632
1707064,7730470
1707064,7862188
1707064,7970854
1707064,8014797
1707064,8058684
1707064,8262461
1707064,8323031
1707064,8697794
1707064,8816225
1707064,8873938
1707064,8935634
1707064,9071517
1707064,9382802
1707064,9474486
1707064,9636936
1707064,10140835
1707064,10402108
1707064,10520878
1707064,10617774
1707064,10797662
1707064,11169916
1707064,11263436
1707064,11446871
1707064,11816460
1707064,12150623
1707064,12255214
1707064,12368502
1707064,12619120
1707064,12719930
1707064,12941774
1707064,14217501
1707064,15127249
1707064,17433801
1707064,17522596
1707064,17742032
1707064,17885466
1707064,17925990
1707064,18110467
1707064,18397715
1707064,18497790
1707064,18536234
1707064,18782764
1707064,18952281
1707064,19018165
1707064,19195657
1707064,19360947
1707064,19671231
1707064,19782665
1707064,19926967
1707064,20014142
1707064,20114490
1707064,20190469
1707064,20409990
1707064,20559370
1707064,20636575
1707064,20747484
1707064,20890043
1707064,20987603
1707064,21278375
1707064,21349843
1707064,21461397
1707064,21655434
1707064,21769789
1707064,21870395
1707064,22145629
1707064,22397067
1707064,22535131
1707064,22579936
1707064,22749323
1707064,22825125
1707064,22996491
1707064,23406121
1707064,23549531
1707064,23632728
1707064,23776203
1707064,23865479
1707064,23923401
1707064,24232984
1707064,24383306
1707064,24643762
1707064,24965226
1707064,25714201
1707064,25768914
1707064,25848327
1707064,25958278
1707064,26032175
1707064,26155392
1707064,26250697
1707064,26397562
1707064,26451161
1707064,26518255
1707064,26680441
1707064,26890815
1707064,27048858
1707064,27200570
1707064,27694831
1707064,27803916
1707064,28089920
1707064,28525611
1707064,28628509
1707064,28693728
1707064,29065567
1707064,29235170
1707064,29513101
1707064,29648122
1707064,29899194
1707064,30228389
1707064,30699224
1707064,30959087
1707064,31418905
1707064,31625270
1707064,31847156
1707064,32088763
1707064,32205303
1707064,32216048
1707064,32487533
1707064,32925473
1707064,33100013
1707064,34059520
1707064,34660267
1707064,34842136
1707064,35097915
1707064,35407279
1707064,35691253
1707064,35939470
1707064,36137733
1707064,36320146
1707064,36932297
1707064,37340300
1707064,37875587
1707064,38146541
1707064,38538346
1707064,38790612
1707064,39298572
1707064,39552621
1707064,39786920
1707064,40156513
1707064,40351886
1707064,40504006
1707064,40602070
1707064,40978208
1707064,41730576
1707064,42539740
1707064,43061051
1707064,43318441
1707064,43546509
1707064,43625535
1707064,43922569
1707064,44420366
1707064,45583555
1707064,46599856
1707064,46926909
1707064,47223432
1707064,47503083
1707064,48235507
1707064,48522177
1707064,49468855
1707064,50268333
1707064,50528686
1707064,50851960
1707064,51046100
1707064,51922162
1707064,52525277
1707064,53439038
1707064,53658766
1707064,53970852
1707064,54462077
1707064,55426531
7219838,42473773
7219838,42642008
7219838,42770624
7219838,43468600
7219838,43563611
7219838,44080409
7219838,44845867
7219838,45296306
7219838,45730691
7219838,47290458
7219838,48475373
7219838,50155094
7219838,52201200
7219838,53426854
7219838,53868486
7219838,54833188
7219838,55733443
7219838,56699374
5319948,27080008
5319948,27298902
5319948,27420447
5319948,27782192
5319948,28431337
5319948,28822060
5319948,30298690
5319948,31902344
5319948,32251382
5319948,32542470
5319948,36769209
6558980,38854196
6558980,44301205
6558980,47975648
6558980,51447530
6958436,41116044
6958436,51857699
931758,8715407
931758,11485043
931758,11909522
931758,13214403
931758,13465414
931758,16810953
931758,16992561
931758,17511105
931758,18875791
931758,20362773
931758,21103987
931758,24576622
931758,29813071
931758,31112921
931758,31589333
931758,32751746
931758,33670409
931758,34018901
931758,34422343
931758,41740131
931758,43443651
931758,45245637
931758,52292145
931758,57459293
1742425,8701707
1742425,9485643
1742425,9905521
1742425,10167108
1742425,10305283
1742425,10393123
1742425,10505893
1742425,10926587
1742425,11103674
1742425,11775103
1742425,12616473
1742425,13422199
1742425,14731931
1742425,15135009
1742425,15697799
1742425,15857228
1742425,16209399
1742425,16458062
1742425,17090368
1742425,17446578
1742425,18247368
1742425,18532545
1742425,18885238
1742425,19226291
1742425,19877812
1742425,20159478
1742425,20499433
1742425,21263682
1742425,22569514
1742425,23922887
1742425,26505753
1742425,28268600
1742425,28712984
1742425,29876126
1742425,31016553
1742425,31379787
1742425,32781543
1742425,34555006
1742425,35910354
1742425,36424777
1742425,37568276
1742425,38126217
1742425,39758832
1742425,42627550
1742425,44011433
1742425,45270969
1742425,50639102
1742425,56938520
8100190,48124060
8100190,49810507
8100190,51557425
8100190,53068733
8100190,53369227
8100190,54120828
8100190,55420947
6847052,38437940
6847052,39093059
6847052,40800912
6847052,41836994
6847052,43598117
6847052,45646887
6847052,46782617
6847052,47311687
2277640,12520865
2277640,12906589
2277640,12938154
2277640,13022123
2277640,13158951
2277640,13254316
2277640,13483056
2277640,13576987
2277640,13798957
2277640,13970723
2277640,14158548
2277640,14451478
2277640,15138406
2277640,15261986
2277640,15579211
2277640,15678950
2277640,15913810
2277640,16065477
2277640,16775661
2277640,16977325
2277640,17204973
2277640,17437320
2277640,17688015
2277640,18006585
2277640,18189827
2277640,18309367
2277640,18620102
2277640,18711105
2277640,18938548
2277640,19038203
2277640,19421057
2277640,19713887
2277640,19927276
2277640,20493553
2277640,20680036
2277640,20737649
2277640,21030903
2277640,21145006
2277640,21314292
2277640,21408548
2277640,21513521
2277640,21743847
2277640,21868348
2277640,22188415
2277640,22644331
2277640,22956711
2277640,23069425
2277640,23235785
2277640,23587257
2277640,23764724
2277640,24485891
2277640,25285542
2277640,25676186
2277640,29768417
2277640,30165084
2277640,30821237
2277640,31189770
2277640,31934091
2277640,32163272
2277640,33087986
2277640,34292034
2277640,34637497
2277640,34935460
2277640,35241892
2277640,35639753
2277640,36423003
2277640,36675449
2277640,37143289
2277640,37707820
2277640,38423038
2277640,38993972
2277640,39345381
2277640,39744005
2277640,40130355
2277640,41733919
2277640,42129918
2277640,43091103
2277640,44107562
2277640,44899654
2277640,45479878
2277640,45925268
2277640,47389990
2277640,50683695
2277640,52857144
2277640,54861256
2277640,56313444
6795678,35883165
6795678,36600705
6795678,37259798
6795678,37682278
6795678,39657424
6795678,39957756
6795678,40260329
6795678,40631918
6795678,40961509
6795678,41641224
6795678,42276723
6795678,42732950
6795678,43012065
6795678,43513647
6795678,43827127
6795678,44156415
6795678,45514138
6795678,46160912
6795678,46915580
6795678,47376700
6795678,47718848
6795678,48904775
6795678,49558543
6795678,49934145
6795678,50810798
6795678,51372130
6795678,52097283
6211882,32288093
6211882,33154416
6211882,43034502
6211882,43540726
6211882,44038302
6211882,44586023
6211882,46249658
6211882,46634636
6211882,46979255
6211882,50843841
6211882,51360709
6211882,51849079
6211882,54507127
4340410,21930725
4340410,40759191
4340410,40931176
4340410,48970120
4340410,57933328
8653843,50812268
8653843,51563328
3426639,15243267
3426639,15564547
3426639,16124869
3426639,16528227
3426639,16803424
3426639,16940219
3426639,17133542
3426639,17581072
3426639,18259943
3426639,18730979
3426639,18890763
3426639,19033551
3426639,19227514
3426639,19350394
3426639,19444331
3426639,19641594
3426639,19751122
3426639,19966221
3426639,20058760
3426639,20711619
3426639,21111131
3426639,21454787
3426639,21690227
3426639,21759159
3426639,21920468
3426639,22050863
3426639,22741058
3426639,22935880
3426639,23613139
3426639,24060383
3426639,24316794
3426639,24680198
3426639,24947001
3426639,25067807
3426639,25428304
3426639,28543469
3426639,28685661
3426639,30332549
3426639,30802746
3426639,31660789
3426639,31919347
3426639,32093354
3426639,33259812
3426639,34140426
3426639,35074320
3426639,35649130
3426639,36024010
3426639,36214914
3426639,38264964
3426639,39024334
3426639,39532538
3426639,40091199
3426639,40582494
3426639,41073254
3426639,41592270
3426639,42621658
3426639,44301553
3426639,44688077
3426639,45367981
3426639,46136172
3426639,46977094
3426639,48117453
3426639,48323130
3426639,49072246
3426639,53651497
3426639,54767684
3426639,55237614
3426639,55835148
3426639,56285925
3426639,56532405
3426639,57317167
9711153,55708718
9711153,55772076
9711153,56635652
9711153,56690892
9711153,56834763
9711153,57193548
4251235,27839662
4251235,29725903
4251235,30794571
4251235,47265834
4251235,50275354
4251235,51757309
4251235,53172929
4251235,55711531
609610,1816640
609610,1864976
609610,1887001
609610,1918109
609610,1964118
609610,2003697
609610,2175179
609610,45862065
609610,46042475
609610,46329292
609610,46647709
609610,46949815
609610,47391283
609610,47771048
609610,48906976
3811955,19175692
3811955,20077088
3811955,21725105
3811955,22725204
3811955,25289072
3811955,26550896
3811955,27231363
3811955,27819408
3811955,28184024
3811955,28506974
3811955,30588809
3811955,32660558
3811955,34680274
3811955,41121226
3811955,41678419
3811955,43417527
3811955,44365532
3811955,45285303
3193738,20740695
3193738,23435864
9236961,55292032
7760836,45998529
7760836,46979103
7760836,53269952
7760836,54946879
7760836,55751679
7760836,56619724
7902137,43207823
7902137,43587986
7902137,44053352
7902137,44271782
7902137,44494580
7902137,44622738
7902137,45317211
7902137,45530296
7902137,46017702
7902137,46456349
7902137,46772790
7902137,47080124
7902137,47334124
7902137,49123576
7902137,49399905
7902137,49799213
7902137,50526003
7902137,50735898
7902137,50757493
7902137,50993003
7902137,51364150
7902137,51479345
7902137,51660056
7902137,51876619
7902137,52121068
7902137,52458090
7902137,52878500
7902137,53095380
7902137,54058711
7902137,55037912
7902137,55113610
7902137,55473344
7902137,55830383
7902137,56306374
7902137,56536052
7902137,57062623
7902137,57231541
7902137,57490959
3891695,18447567
3891695,18635194
3891695,18837082
3891695,19098000
3891695,19288938
3891695,19553441
3891695,19803851
3891695,19958153
3891695,20433153
3891695,20587379
3891695,21300230
3891695,21499381
3891695,22346695
3891695,22602009
3891695,23076537
3891695,23661133
3891695,24421108
3891695,26607700
3891695,28173941
3891695,28291549
3891695,28878660
3891695,29714440
3891695,30131741
3891695,30371461
3891695,30696192
3891695,31739852
3891695,32906526
3891695,34962105
3891695,35295582
3891695,36376089
3891695,40123779
3891695,40381348
3891695,40900825
3891695,41430737
3891695,42146079
3891695,42566323
3891695,43271826
3891695,43816853
3891695,44755255
3891695,45286286
3891695,46136817
3891695,47906761
3891695,48139535
3891695,48343873
3891695,48770167
3891695,49150535
3891695,49946032
3891695,51222710
3891695,55036540
3891695,55856296
3891695,56856906
7071331,37417821
7071331,38193406
7071331,38649887
7071331,39113126
7071331,40250992
7071331,41262396
7071331,41661661
7071331,42158400
7071331,42489367
7071331,44374750
7071331,45340167
7071331,45635951
7071331,45911363
7071331,47543574
7071331,48818973
7071331,49299825
7071331,49865777
7071331,50117248
7071331,52630865
7071331,53544546
7071331,54361924
7071331,56234134
7024684,50749164
7024684,51274003
7024684,52046807
7024684,52836479
7024684,53496211
7024684,54144781
8884826,56231817
8884826,56648515
8884826,57820245
6807884,35436403
6807884,36052250
6807884,36644148
6807884,36919287
6807884,37800228
6807884,38181947
6807884,38547682
6807884,38736833
6807884,39538978
6807884,39952189
6807884,41383164
6807884,41769697
6807884,42860099
6807884,44010786
6807884,45251411
6807884,46217235
8132007,46650072
8132007,47526657
8132007,48919596
8132007,50125340
8132007,50485782
8132007,50809113
8132007,52085023
8132007,54005601
8132007,55370147
8132007,56380029
9823290,56225772
7249508,39353608
7249508,40504130
7249508,40818597
7249508,41147676
7249508,41280404
7249508,41820822
7249508,42444054
7249508,43154914
7249508,43569891
7249508,45388423
7249508,46024595
7249508,46550217
9183380,55830511
3994397,34184988
3994397,36485153
3994397,38574982
3994397,39093443
3994397,39587320
3994397,39819644
3994397,40300730
3994397,41008267
3994397,41281083
3994397,41556376
3994397,41562282
3994397,42014551
7275464,38459696
7275464,38663857
7275464,44147216
7275464,45293371
7275464,47164953
7275464,48004476
7275464,49121799
7275464,49813407
7275464,50511316
7275464,51382618
7275464,53549710
7275464,54238222
7275464,54807003
208356,504276
208356,525215
208356,537917
208356,555125
208356,578391
208356,590161
208356,595797
208356,607456
208356,615796
208356,618853
208356,626770
208356,635020
208356,667533
208356,673016
208356,684874
208356,703383
208356,729722
208356,735170
208356,742492
208356,743874
208356,784226
208356,787531
208356,804012
208356,841079
208356,855509
208356,863493
208356,878839
208356,892766
208356,911686
208356,921089
208356,926727
208356,928420
208356,937486
208356,942690
208356,944995
208356,955139
208356,955248
208356,976459
208356,982430
208356,989506
208356,994130
208356,1009260
208356,1018497
208356,1037740
208356,1043485
208356,1057177
208356,1059449
208356,1067246
208356,1080427
208356,1087012
208356,1093392
208356,1117318
208356,1146225
208356,1147513
208356,1169257
208356,1215290
208356,1238754
208356,1268303
208356,1281114
208356,1293298
208356,1310641
208356,1335075
208356,1350970
208356,1360757
208356,1381243
208356,1391680
208356,1430817
208356,1446681
208356,1464253
208356,1489199
208356,1516047
208356,1541140
208356,1578704
208356,1581502
208356,1591199
208356,1625091
208356,1661852
208356,1680768
208356,1690395
208356,1701936
208356,1712391
208356,1730807
208356,1745711
208356,1803233
208356,1811699
208356,1830363
208356,1854331
208356,1867233
208356,1881381
208356,1902240
208356,1923181
208356,1963052
208356,1975163
208356,2026840
208356,2052930
208356,2090064
208356,2151968
208356,2190275
208356,2227521
208356,2236232
208356,2299221
208356,2315937
208356,2352346
208356,2377754
208356,2392480
208356,2484029
208356,2505452
208356,2516727
208356,2579628
208356,2610692
208356,2662925
208356,2694805
208356,2815833
208356,2832247
208356,2842176
208356,2866687
208356,2966160
208356,3035366
208356,3045547
208356,3074574
208356,3189117
208356,3235337
208356,3266508
208356,3311520
208356,3360421
208356,3403974
208356,3433408
208356,3459316
208356,3503754
208356,3586532
208356,3632092
208356,3680349
208356,3702473
208356,3768125
208356,3844661
208356,3873170
208356,3971928
208356,4176673
208356,4231860
208356,4266147
208356,4305278
208356,4327986
208356,4367521
208356,4398600
208356,4527518
208356,4559110
208356,4627284
208356,4712568
208356,4738117
208356,4774906
208356,4963428
208356,4993764
208356,5012075
208356,5079092
208356,5118272
208356,5246920
208356,5312362
208356,5426038
208356,5529587
208356,5637443
208356,5682056
208356,5710922
208356,5734176
208356,5749273
208356,5961341
208356,6022822
208356,6047134
208356,6080374
208356,6217400
208356,6243757
208356,6297692
208356,6340918
208356,6368884
208356,6419893
208356,6462412
208356,6568175
208356,6659601
208356,6867401
208356,6898369
208356,6945258
208356,7032626
208356,7067690
208356,7101019
208356,7142102
208356,7197000
208356,7228721
208356,7362724
208356,7428268
208356,7432741
208356,7483055
208356,7509938
208356,7550004
208356,7579014
208356,7742452
208356,7783842
208356,7796396
208356,7962096
208356,7983918
208356,8047116
208356,8119444
208356,8249380
208356,8369233
208356,8455424
208356,8491243
208356,8541137
208356,8756386
208356,8931647
208356,9054823
208356,9095915
208356,9101261
208356,9115992
208356,9219785
208356,9274379
208356,9327941
208356,9336447
208356,9422910
208356,9460490
208356,9514062
208356,9585675
208356,9834613
208356,9879870
208356,9893072
208356,9917806
208356,9936701
208356,10030486
208356,10059841
208356,10087767
208356,10110193
208356,10184605
208356,10210503
208356,10261506
208356,10328409
208356,10392577
208356,10489648
208356,10532306
208356,10737637
